,gene,abundance_r1tar1,psm_r1tar1,abundance_r1tar2,psm_r1tar2,abundance_r1tar3,psm_r1tar3,abundance_r1tcr1,psm_r1tcr1,abundance_r1tcr2,psm_r1tcr2,abundance_r1tcr3,psm_r1tcr3,abundance_r1wtr1,psm_r1wtr1,abundance_r1wtr2,psm_r1wtr2,abundance_r1wtr3,psm_r1wtr3,abundance_r2tar1,psm_r2tar1,abundance_r2tar2,psm_r2tar2,abundance_r2tar3,psm_r2tar3,abundance_r2tcr1,psm_r2tcr1,abundance_r2tcr2,psm_r2tcr2,abundance_r2tcr3,psm_r2tcr3,abundance_r2wtr1,psm_r2wtr1,abundance_r2wtr2,psm_r2wtr2,abundance_r2wtr3,psm_r2wtr3,abundance_r3tar1,psm_r3tar1,abundance_r3tar2,psm_r3tar2,abundance_r3tar3,psm_r3tar3,abundance_r3tcr1,psm_r3tcr1,abundance_r3tcr2,psm_r3tcr2,abundance_r3tcr3,psm_r3tcr3,abundance_r3wtr1,psm_r3wtr1,abundance_r3wtr2,psm_r3wtr2,abundance_r3wtr3,psm_r3wtr3,ENTREZID,neg_log10_pval_abi_turbo_abundance,qval_abi_turbo_abundance,neg_log10_pval_abi_wt_abundance,qval_abi_wt_abundance,neg_log10_pval_abi_turbo_psm,qval_abi_turbo_psm,neg_log10_pval_abi_wt_psm,qval_abi_wt_psm,two_tailed_neg_log10_pval_abi_turbo_abundance,two_tailed_qval_abi_turbo_abundance,two_tailed_neg_log10_pval_abi_wt_abundance,two_tailed_qval_abi_wt_abundance,two_tailed_neg_log10_pval_abi_turbo_psm,two_tailed_qval_abi_turbo_psm,two_tailed_neg_log10_pval_abi_wt_psm,two_tailed_qval_abi_wt_psm,pval_abi_turbo_abundance,pval_abi_wt_abundance,pval_abi_turbo_psm,pval_abi_wt_psm,two_tailed_pval_abi_turbo_abundance,two_tailed_pval_abi_wt_abundance,two_tailed_pval_abi_turbo_psm,two_tailed_pval_abi_wt_psm,average_abundance_turboabi,average_abundance_turbocontrol,average_abundance_wtcontrol,average_psm_turboabi,average_psm_turbocontrol,average_psm_wtcontrol,ratio_abi_turbo_abundance,ratio_abi_wt_abundance,ratio_abi_turbo_psm,ratio_abi_wt_psm,percentage_abi_turbo_abundance,percentage_abi_wt_abundance,percentage_abi_turbo_psm,percentage_abi_wt_psm,known_interactor,rsd_abi_abundance
859,Dap,5484045.766,4,3491549,1,4731594.313,3,1830000.5,2,4560709,3,3291846.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223453,0.313903157,1,1.50308013,0.019016351,0.301029996,1,1.115359691,0.056430141,0.012873162,0.949901401,1.202050134,0.034169319,0,0.777034235,0.814329695,0.102723724,0.485396726,0.031399293,0.5,0.076672621,0.970793451,0.062798586,1,0.153345242,1523021.009,1075839.528,0,0.888888889,0.777777778,0,1.415658162,Inf,1.142857143,Inf,58.60341436,100,53.33333333,100,FALSE,144.8096279
860,Dap3,5464625,1,4741419,1,0,0,6474080,1,4812786.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65111,0.298863975,1,1.124724782,0.052567657,0,0.885805103,0,0.849133221,0.002176878,0.987123607,0.823694787,0.096375796,0,0.777286367,0,0.879097715,0.502499952,0.075036958,1,1,0.995000095,0.150073915,1,1,1134004.889,1254096.278,0,0.222222222,0.222222222,0,0.904240694,Inf,1,Inf,47.4856302,100,50,100,FALSE,187.6857876
861,Dapk3,4726588.5,1,4534601.5,1,4486435,1,0,0,3505336.5,1,3446142.75,1,0,0,0,0,0,0,2040339.813,2,1171506.5,1,2449789.063,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13144,1.482211094,0.158992424,3.280742914,0.000144354,1.124739784,0.186483301,1.124739784,0.054823904,1.181181099,0.129831865,2.979712919,0.000266667,0.823709789,0.173779335,0.823709789,0.099432904,0.032944954,0.00052391,0.075034366,0.075034366,0.065889908,0.001047821,0.150068731,0.150068731,2156584.486,772386.5833,0,0.888888889,0.222222222,0,2.792105058,Inf,4,Inf,73.62942259,100,80,100,FALSE,88.4007578
862,Dars,0,0,1465920.75,1,0,0,0,0,1967798.125,1,0,0,2559561.5,2,0,0,3902641.25,1,0,0,0,0,0,0,0,0,0,0,2994504,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3301861,1,0,0,0,0,0,0,226414,0.062618903,1,0.1329974,0.822662602,0,0.886077491,0.07888472,0.960065984,0.570982177,0.365425358,0.277714154,0.517863248,0,0.779509323,0.478606928,0.365053952,0.865727268,0.736211505,1,0.833902508,0.268545465,0.52757699,1,0.332194985,162880.0833,918240.3472,718022.5278,0.111111111,0.333333333,0.333333333,0.177382843,0.226845366,0.333333333,0.333333333,15.06585934,18.49013515,25,25,FALSE,282.8427125
863,Dbn1,118267417.2,25,88738301.99,26,125104474.2,26,72791044.54,20,103024826.9,21,92278627.13,22,42718223.99,8,70975570.59,16,57658147.19,11,17088958.38,5,15895398.63,5,24614594.13,6,49452162.88,7,45049583.25,9,43322400.38,6,5461566.063,4,3818055.5,1,6862204.906,4,116479253.4,11,107156084.3,9,107031753.6,13,80335590.5,9,83621467.5,9,105043239.8,11,26119758.53,8,29467178.38,6,3559860.477,5,56320,0.166179553,1,2.081951985,0.003094148,0.307406236,0.995681027,1.527513589,0.010039297,0.196620256,0.804979897,1.78092199,0.005703827,0.00637624,0.958651982,1.226483593,0.017544355,0.682056649,0.008280337,0.492712708,0.029681539,0.635886704,0.016560674,0.985425417,0.059363077,80041803.98,74990993.65,27404507.29,14,12.66666667,7,1.067352226,2.920753259,1.105263158,2,51.62894897,74.49469696,52.5,66.66666667,FALSE,55.10487745
864,Dbnl,96688515.81,16,93747998.33,17,97555847.81,14,63107014.5,12,74632356.88,11,70316384.17,12,0,0,0,0,0,0,56349905.38,7,55332558.88,5,73658802.5,8,140313960,9,115321228.6,9,100310946,6,0,0,0,0,0,0,140051905.1,14,127654185,11,140082018.6,15,113803900,10,103823776.3,8,94373810.16,10,0,0,0,0,0,0,13169,0.260817277,1,26.40221874,0,0.755487456,0.558669767,11.16800198,0,0.044319649,0.909266488,26.10118875,0,0.45445746,0.517257576,10.86697198,0,0.548507693,3.96E-27,0.175595161,6.79E-12,0.902984615,7.92E-27,0.351190323,1.36E-11,97902415.27,97333708.51,0,11.88888889,9.666666667,0,1.005842855,Inf,1.229885057,Inf,50.14564588,100,55.15463918,100,FALSE,31.54915639
865,Dbr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684011.4375,1,0,0,0,0,0,0,0,0,83703,0.07888472,1,0,0.945172395,0,0.886350046,0,0.849417004,0.478606928,0.665681907,0,0.870934318,0,0.779748691,0,0.878802721,0.833902508,1,1,1,0.332194985,1,1,1,0,76001.27083,0,0,0.111111111,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
866,Dcaf5,0,0,0,0,0,0,2713274.688,2,2763291.805,3,3580168.75,1,0,0,0,0,0,0,1811710.875,1,1901141.125,1,1746554.375,1,8128723.5,2,4626832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3932488.5,1,4186580.5,1,4139744.5,1,0,0,0,0,0,0,320808,0.001985981,1,1.503257208,0.015102041,0.015978841,1,0,0.849700979,2.039771883,0.01874269,1.202227212,0.026786301,1.141173967,0.09219334,0,0.878806232,0.995437549,0.031386493,0.963875983,1,0.0091249,0.062772986,0.072248034,1,606600.7083,3785678.249,0,0.333333333,1.333333333,0,0.160235675,Inf,0.25,Inf,13.81061436,100,20,100,FALSE,141.5499082
867,Dcaf7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531100.25,1,0,0,1895950.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71833,1.124700393,0.274904271,1.124700393,0.056880991,0,0.886622769,0,0.849983795,0.823670397,0.234616175,0.823670397,0.104076923,0,0.779998691,0,0.878583658,0.075041172,0.075041172,1,1,0.150082344,0.150082344,1,1,380783.4306,0,0,0.222222222,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,188.4410683
868,Dcaf8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87573.74219,1,0,0,0,0,0,0,98193,0.07888472,1,0,0.945428262,0,0.889896232,0,0.850268153,0.478606928,0.665942142,0,0.871608237,0,0.779254415,0,0.878847689,0.833902508,1,1,1,0.332194985,1,1,1,0,9730.415799,0,0,0.111111111,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
869,Dcakd,0,0,0,0,0,0,0,0,212026.2969,1,0,0,0,0,0,0,0,0,4124636.25,1,0,0,3983092.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68087,0.645787396,0.73107483,1.124738849,0.045402865,0,0.889621488,0,0.823968586,0.3447574,0.67319774,0.823708854,0.082757324,0,0.779000981,0,0.87627673,0.226054212,0.075034527,1,1,0.452108425,0.150069054,1,1,900858.7778,23558.47743,0,0.222222222,0.111111111,0,38.23926144,Inf,2,Inf,97.45153205,100,66.66666667,100,FALSE,187.1195205
870,Dcbld2,2739865.25,1,3097612.25,1,2518393.75,1,0,0,0,0,0,0,0,0,0,0,0,0,1165008,1,1052090.516,2,921848.875,1,0,0,0,0,0,0,0,0,0,0,0,0,1252955.75,1,1353481.75,1,1405880,1,0,0,0,0,0,0,0,0,0,0,0,0,73379,23.04710121,0,23.04710121,0,0.779636924,0.586794157,0.779636924,0.217535934,22.74607121,0,22.74607121,0,0.478606928,0.543666667,0.478606928,0.364699248,8.97E-24,8.97E-24,0.166097492,0.166097492,1.79E-23,1.79E-23,0.332194985,0.332194985,1723015.127,0,0,1.111111111,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,45.02905666
871,Dclk1,15622082.1,3,1709012.633,4,16842193.38,3,12982084,1,13284292,1,3991798.656,3,0,0,0,0,0,0,9161066.25,2,9114687.75,2,13345370.25,4,18550442.94,4,17025696.5,3,15602181,3,0,0,284986.625,1,0,0,6099897.688,3,11198791.72,3,4669721.938,2,6178518.5,1,0,0,13609569.5,3,0,0,520163.4688,2,0,0,13175,0.664381732,0.725473973,5.709002831,2.54E-05,1.273628906,0.144605042,6.491374498,0,0.363351736,0.66787737,5.407972835,2.53E-05,0.97259891,0.129998049,6.190344502,1.07E-05,0.216579959,1.95E-06,0.053256313,3.23E-07,0.433159919,3.91E-06,0.106512625,6.45E-07,9751424.857,11247175.9,89461.12153,2.888888889,2.111111111,0.333333333,0.867010967,109.0018177,1.368421053,8.666666667,46.43845068,99.09092411,57.77777778,89.65517241,FALSE,48.86460733
872,Dcp1a,0,0,0,0,0,0,0,0,12540354,1,0,0,0,0,0,0,0,0,5421022.5,1,3685695.75,1,3979188.781,2,5992635.5,1,4910581.5,1,4596800,1,0,0,0,0,0,0,2486918.25,2,1820028.188,2,779754.5,1,5023710.5,1,10165432.38,2,3704434.938,2,0,0,0,0,0,0,75901,0.125462569,1,3.277228458,0.000159272,0.50592785,0.764184805,1.50326431,0.014518227,0.29946228,0.687980259,2.976198462,0.000296629,0.204897854,0.724473557,1.202234315,0.022040976,0.749095919,0.000528167,0.311940777,0.03138598,0.501808161,0.001056335,0.623881555,0.062771959,2019178.663,5214883.202,0,1,1,0,0.387195376,Inf,1,Inf,27.91210112,100,50,100,FALSE,93.70196766
873,Dcps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60975.78125,1,40339.77344,1,61315.875,1,0,0,0,0,0,0,0,0,0,0,0,0,69305,1.502867326,0.132340956,1.502867326,0.01992036,0,0.889346914,0,0.770728663,1.201837331,0.106241259,1.201837331,0.036165,0,0.773586498,0,0.875854932,0.031414682,0.031414682,1,1,0.062829365,0.062829365,1,1,18070.15885,0,0,0.333333333,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,144.8524077
874,Dctn1,5940630.25,2,4079674.563,4,16215223.09,5,14190940.63,4,20414758.75,4,11290727.25,3,1070959.875,1,0,0,0,0,12759739.75,4,17011427.75,4,9901084.625,4,0,0,3358207.5,2,2016454.25,1,0,0,0,0,0,0,0,0,2167332.25,1,0,0,0,0,0,0,0,0,0,0,783285.4375,1,0,0,13191,0.7658441,0.671027104,2.377905984,0.001787826,0.880461207,0.331604328,3.048865697,0.00018442,0.464814104,0.613971185,2.076875988,0.003138462,0.579431211,0.310475494,2.747835701,0.000357928,0.171457268,0.004188842,0.131685753,0.000893582,0.342914537,0.008377685,0.263371507,0.001787164,7563901.364,5696787.598,206027.2569,2.666666667,1.555555556,0.222222222,1.327748531,36.71311008,1.714285714,12,57.04003303,97.34840219,63.15789474,92.30769231,FALSE,83.0186501
875,Dctn2,119234432.5,15,170149872.9,12,237092952,15,26887763.75,5,22767929,6,40916035.63,6,0,0,3754231.25,1,3617025.25,1,42679733.77,6,41787654,6,21128295.88,7,26552101.31,5,34796098.19,7,29920864.75,4,0,0,0,0,0,0,46650291.06,12,37517762.75,6,58585748.69,10,21861758.8,6,23972956.59,7,9978098.391,6,0,0,0,0,0,0,69654,2.565137411,0.017369863,5.461276479,2.52E-05,2.683877738,0.009429864,11.19303501,0,2.264107415,0.011266904,5.160246483,2.50E-05,2.382847743,0.006721893,10.89200502,0,0.00272184,3.46E-06,0.002070724,6.41E-12,0.00544368,6.91E-06,0.004141448,1.28E-11,86091860.39,26405956.27,819028.5,9.888888889,5.777777778,0.222222222,3.260319737,105.1146088,1.711538462,44.5,76.52758333,99.05762269,63.12056738,97.8021978,FALSE,80.94346601
876,Dctn4,3281156.5,1,3241810,1,14770678,4,6106338.5,1,0,0,6786229,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67665,0.499129977,0.860455665,1.500689821,0.023145846,0.779636924,0.587574468,0.779636924,0.217671233,0.198099981,0.802301149,1.199659825,0.04213859,0.478606928,0.541323792,0.478606928,0.364505949,0.316861901,0.031572588,0.166097492,0.166097492,0.633723802,0.063145176,0.332194985,0.332194985,2365960.5,1432507.5,0,0.666666667,0.222222222,0,1.651621719,Inf,3,Inf,62.28723001,100,75,100,FALSE,193.7227592
877,Dctn5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698486.125,1,0,0,0,0,0,0,853632.8125,1,0,0,0,0,0,0,703833.1875,1,839334.625,1,0,0,433112.5625,1,0,0,0,0,0,0,0,0,0,0,59288,0.514722475,0.839245472,1.50321613,0.016938942,0,0.889072508,0,0.706073369,0.21369248,0.780131434,1.202186134,0.030224571,0,0.773822078,0,0.876518877,0.305687391,0.031389462,1,1,0.611374781,0.062778924,1,1,249072.6597,142971.7083,0,0.333333333,0.222222222,0,1.742111517,Inf,1.5,Inf,63.53175304,100,60,100,FALSE,142.2259593
878,Dcx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5916566.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13193,0.07888472,1,0,0.942378845,0.07888472,1,0,0.706271148,0.478606928,0.666202581,0,0.87138559,0.478606928,0.541027414,0,0.87730814,0.833902508,1,0.833902508,1,0.332194985,1,0.332194985,1,0,657396.2778,0,0,0.222222222,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
879,Ddhd2,0,0,0,0,0,0,1087585.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72108,0.07888472,1,0,0.942124629,0,0.888803208,0,0.706469039,0.478606928,0.666463224,0,0.871156728,0,0.773336794,0,0.876906538,0.833902508,1,1,1,0.332194985,1,1,1,0,120842.8611,0,0,0.111111111,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
880,Ddi2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1595550.75,1,0,0,0,0,0,0,0,0,0,0,0,0,68817,0.779636924,0.722119685,0.779636924,0.169459723,0,0.88852914,0,0.70666704,0.478606928,0.66490242,0.478606928,0.315777778,0,0.773085955,0,0.875630739,0.166097492,0.166097492,1,1,0.332194985,0.332194985,1,1,177283.4167,0,0,0.111111111,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,282.8427125
881,Ddo,0,0,0,0,15822991,1,10486454,1,0,0,9151471,1,23685816,1,3287942.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16044776,1,0,0,0,0,0,0,70503,0.068290902,1,0.147209099,0.785184934,0,0.888261406,0,0.70587794,0.536089572,0.390440945,0.240347107,0.591260756,0,0.772103661,0,0.877460718,0.854494158,0.712509897,1,1,0.291011685,0.574980205,1,1,1758110.111,3964744.556,2997084.25,0.111111111,0.333333333,0.222222222,0.44343591,0.586606837,0.333333333,0.5,30.72085897,36.97241327,25,33.33333333,FALSE,282.8427125
882,Ddost,0,0,0,0,0,0,0,0,3650004.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13200,0.07888472,1,0,0.94187055,0,0.887987673,0,0.70686291,0.478606928,0.662574874,0,0.878073443,0,0.772349968,0,0.878046602,0.833902508,1,1,1,0.332194985,1,1,1,0,405556.0278,0,0,0.111111111,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
883,Ddrgk1,0,0,0,0,0,0,0,0,0,0,360217.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77006,0.07888472,1,0,0.941616608,0,0.88771411,0,0.707061133,0.478606928,0.662317263,0,0.877676596,0,0.772592545,0,0.878403108,0.833902508,1,1,1,0.332194985,1,1,1,0,40024.18056,0,0,0.111111111,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
884,Ddx1,7735729.25,3,5076017.375,2,10450175.53,4,7398453.5,1,14166521.66,5,15226289.13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374470.3125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864767.625,1,1620332.125,1,0,0,0,0,0,0,0,0,104721,0.050032844,1,1.502835846,0.020040999,0.370538348,0.920285714,1.42243633,0.021962799,0.662275405,0.338657312,1.20180585,0.036438903,0.069508353,0.889018116,1.121406334,0.040988917,0.891183539,0.03141696,0.426051062,0.037806256,0.217632923,0.062833919,0.852102122,0.075612512,2584658.017,4405648.261,0,1,1.333333333,0,0.586669172,Inf,0.75,Inf,36.97488943,100,42.85714286,100,FALSE,149.6726852
885,Ddx10,0,0,0,0,0,0,168794.7344,1,1480849.125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77591,0.034268275,1,0,0.937327966,0,0.887440715,0,0.707258345,0.818883553,0.277346535,0,0.877876031,0,0.772841764,0,0.877721494,0.92412714,1,1,1,0.151745719,1,1,1,0,183293.7622,0,0,0.222222222,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
886,Ddx17,6319328.5,3,6622659,6,6800215,6,27034367.5,10,18228347,9,13646854.75,12,0,0,1247905.5,2,0,0,1329519.875,4,1243545,4,0,0,5301705.5,11,3256624.125,12,4008658.75,13,0,0,0,0,0,0,1708139,7,0,0,1916432.375,7,7869984.5,12,8205119.875,11,3549133.125,9,0,0,0,0,0,0,67040,0.015273146,1,3.023866929,0.000340862,0.000110257,1,3.667443174,4.37E-05,1.16044,0.134247619,2.722836933,0.000607287,3.294403255,0.001392758,3.366413178,0.000101449,0.96544348,0.000946527,0.999746156,0.000215059,0.069113041,0.001893054,0.000507688,0.000430117,2882204.306,10122310.57,138656.1667,4.111111111,11,0.222222222,0.284737786,20.7867012,0.373737374,18.5,22.16310515,95.41004399,27.20588235,94.87179487,FALSE,93.36867805
887,Ddx18,13953885.5,2,16077828,4,4895999.75,2,10733416.88,6,11569614.13,4,12006620.66,6,0,0,0,0,0,0,0,0,0,0,3141976.25,1,6334980,1,5601664.25,2,4160276.25,1,1041743.5,1,0,0,0,0,0,0,0,0,0,0,6455565.5,1,9212883,2,0,0,2234191,3,2137328.25,2,433926.0313,1,66942,0.010640712,1,0.382714969,0.476067392,0.04935951,1,0.508106231,0.34606821,1.315093115,0.072245302,0.081684973,0.84492219,0.667829513,0.265280608,0.207076235,0.618024581,0.975796572,0.414271475,0.892566309,0.310380029,0.048406857,0.828542951,0.214867379,0.620760058,4229965.5,7341668.963,649687.6424,1,2.555555556,0.777777778,0.576158571,6.510767982,0.391304348,1.285714286,36.55460699,86.6857823,28.125,56.25,FALSE,142.285921
888,Ddx19a,0,0,0,0,0,0,6449948.906,2,0,0,3419678.813,4,0,0,42315.22656,1,0,0,0,0,0,0,0,0,9823380.75,2,6779347.75,2,8346849.75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13680,0.001318192,1,0.07888472,0.962342402,0.002637502,1,0,0.705482932,2.217434461,0.012974446,0.478606928,0.317649068,1.916879572,0.016810373,0,0.877568589,0.996969352,0.833902508,0.993945331,1,0.006061297,0.332194985,0.012109339,1,0,3868800.663,4701.69184,0,1.333333333,0.111111111,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
889,Ddx19b,3081564.5,1,3964121.25,1,3913511.75,1,0,0,5050153.5,1,0,0,0,0,0,0,0,0,0,0,1761326.375,1,1756787.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3273167.25,1,2435176.5,1,2548784.75,1,0,0,0,0,0,0,234733,0.471035992,0.893836538,2.518188119,0.00092546,0,0.887167488,0,0.705285594,0.170005997,0.838324218,2.217158123,0.001579448,0,0.774066905,0,0.863892351,0.33803682,0.003032577,1,1,0.67607364,0.006065155,1,1,1608590.181,1478586.889,0,0.555555556,0.444444444,0,1.087924012,Inf,1.25,Inf,52.10553669,100,55.55555556,100,FALSE,100.2965417
890,Ddx21,7426029.719,6,3465583.781,3,4708443.469,3,100542543.7,16,81187354.51,14,209578112.6,27,3854392.25,2,2289630.25,3,7601770.375,3,15050439.63,4,13947027.94,5,14179833.56,5,72126818.75,11,77837251.91,14,69297013.75,10,329242.4063,1,2082877.75,2,313807.1563,1,6046343.809,4,7597706.844,4,6640204.25,3,58677503.87,9,90846233.51,13,68856374.96,10,1825821.625,4,4842970.016,6,3391954.281,3,56200,1.10E-09,1,2.710609172,0.00056338,5.61E-08,1,1.812334856,0.005435016,8.294834159,5.19E-05,2.409579177,0.001046581,6.587485419,3.23E-05,1.511304861,0.009657922,0.999999997,0.001947112,0.999999871,0.015405122,5.07E-09,0.003894223,2.59E-07,0.030810244,8784623.667,92105467.51,2948051.79,4.111111111,13.77777778,2.777777778,0.095375702,2.979806426,0.298387097,1.48,8.707122339,74.87314977,22.98136646,59.67741935,FALSE,47.28357835
891,Ddx23,0,0,3932506.25,1,0,0,40205293.2,11,43076900.75,9,34607811.99,14,0,0,0,0,0,0,0,0,0,0,0,0,1369587.625,1,3759069.125,2,1634289.555,3,0,0,0,0,0,0,0,0,0,0,0,0,9494061.875,6,8339596.938,4,11395674,3,0,0,0,0,94686.36719,1,74351,8.33E-08,1,0.373064608,0.477760953,2.06E-05,1,0,0.703912898,6.415974831,6.72E-05,0.072034613,0.846992015,4.023049313,0.000433566,0,0.865016083,0.999999808,0.423579947,0.999952568,1,3.84E-07,0.847159893,9.48E-05,1,436945.1389,17098031.67,10520.70747,0.111111111,5.888888889,0.111111111,0.025555289,41.53191602,0.018867925,1,2.491848969,97.64882447,1.851851852,50,FALSE,282.8427125
892,Ddx24,593894.4375,2,410098.9688,1,640229.6875,1,22945846.63,3,0,0,1519445.813,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1351773.375,1,0,0,1211324.375,1,0,0,0,0,0,0,0,0,0,0,0,0,2014802.25,1,0,0,0,0,27225,0.412804396,0.932704094,0.266709173,0.637793482,0.1095968,1,0.779636924,0.217268626,0.111774401,0.879119074,0.037267622,0.87376381,0.35060306,0.589165798,0.478606928,0.353028369,0.386541034,0.541116562,0.776968121,0.166097492,0.773082067,0.917766874,0.446063759,0.332194985,182691.4549,2718365.827,508655.5556,0.444444444,0.555555556,0.333333333,0.067206354,0.359165358,0.8,1.333333333,6.297409431,26.425435,44.44444444,57.14285714,FALSE,144.866751
893,Ddx27,1468955.25,1,1544707.125,1,5059975.5,2,7316803.75,3,2359888.75,1,2267218.75,1,1677608.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341178.3438,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228889,0.287949646,1,0.551565776,0.320176512,0.207246992,1,0.779636924,0.217414501,0.013486578,0.948998701,0.25053578,0.573757437,0.119776573,0.817296037,0.478606928,0.352822209,0.515288386,0.280824002,0.620516034,0.166097492,0.969423229,0.561648004,0.758967933,0.332194985,897070.875,1327101.25,224309.691,0.444444444,0.555555556,0.222222222,0.675962648,3.999251531,0.8,2,40.33279911,79.99700567,44.44444444,66.66666667,FALSE,177.8337013
894,Ddx28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,879945.625,1,244596.9219,1,258138.3281,1,0,0,334111.4688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283742.7188,2,0,0,71986,0.853401569,0.419685493,0.860765924,0.10365368,0,0.886894429,0.07888472,0.961166952,0.552371573,0.377116792,0.559735929,0.189932172,0,0.775299935,0.478606928,0.352613932,0.14015172,0.137795196,1,0.833902508,0.28030344,0.275590391,1,0.332194985,153631.2083,37123.49653,31526.96876,0.333333333,0.111111111,0.222222222,4.13838196,4.873009185,3,1.5,80.53862076,82.97295358,75,60,FALSE,180.0123067
895,Ddx31,0,0,0,0,0,0,0,0,0,0,4251956,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800496,1,0,0,0,0,0,0,0,0,0,0,227674,0.033922728,1,0,0.937578523,0,0.883364807,0,0.704107233,0.823114508,0.263048884,0,0.878294384,0,0.775543117,0,0.865120681,0.924862716,1,1,1,0.150274569,1,1,1,0,672494.6667,0,0,0.222222222,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
