,gene,abundance_r1tar1,psm_r1tar1,abundance_r1tar2,psm_r1tar2,abundance_r1tar3,psm_r1tar3,abundance_r1tcr1,psm_r1tcr1,abundance_r1tcr2,psm_r1tcr2,abundance_r1tcr3,psm_r1tcr3,abundance_r1wtr1,psm_r1wtr1,abundance_r1wtr2,psm_r1wtr2,abundance_r1wtr3,psm_r1wtr3,abundance_r2tar1,psm_r2tar1,abundance_r2tar2,psm_r2tar2,abundance_r2tar3,psm_r2tar3,abundance_r2tcr1,psm_r2tcr1,abundance_r2tcr2,psm_r2tcr2,abundance_r2tcr3,psm_r2tcr3,abundance_r2wtr1,psm_r2wtr1,abundance_r2wtr2,psm_r2wtr2,abundance_r2wtr3,psm_r2wtr3,abundance_r3tar1,psm_r3tar1,abundance_r3tar2,psm_r3tar2,abundance_r3tar3,psm_r3tar3,abundance_r3tcr1,psm_r3tcr1,abundance_r3tcr2,psm_r3tcr2,abundance_r3tcr3,psm_r3tcr3,abundance_r3wtr1,psm_r3wtr1,abundance_r3wtr2,psm_r3wtr2,abundance_r3wtr3,psm_r3wtr3,ENTREZID,neg_log10_pval_abi_turbo_abundance,qval_abi_turbo_abundance,neg_log10_pval_abi_wt_abundance,qval_abi_wt_abundance,neg_log10_pval_abi_turbo_psm,qval_abi_turbo_psm,neg_log10_pval_abi_wt_psm,qval_abi_wt_psm,two_tailed_neg_log10_pval_abi_turbo_abundance,two_tailed_qval_abi_turbo_abundance,two_tailed_neg_log10_pval_abi_wt_abundance,two_tailed_qval_abi_wt_abundance,two_tailed_neg_log10_pval_abi_turbo_psm,two_tailed_qval_abi_turbo_psm,two_tailed_neg_log10_pval_abi_wt_psm,two_tailed_qval_abi_wt_psm,pval_abi_turbo_abundance,pval_abi_wt_abundance,pval_abi_turbo_psm,pval_abi_wt_psm,two_tailed_pval_abi_turbo_abundance,two_tailed_pval_abi_wt_abundance,two_tailed_pval_abi_turbo_psm,two_tailed_pval_abi_wt_psm,average_abundance_turboabi,average_abundance_turbocontrol,average_abundance_wtcontrol,average_psm_turboabi,average_psm_turbocontrol,average_psm_wtcontrol,ratio_abi_turbo_abundance,ratio_abi_wt_abundance,ratio_abi_turbo_psm,ratio_abi_wt_psm,percentage_abi_turbo_abundance,percentage_abi_wt_abundance,percentage_abi_turbo_psm,percentage_abi_wt_psm,known_interactor,rsd_abi_abundance
820,Ctnna1,76932348,9,46671322.56,8,73146181.56,12,82664090,8,79796635.34,10,113547504.9,11,0,0,0,0,0,0,21189325.44,6,36453040.66,9,40814759.38,10,57671423,12,49807555.75,12,66024848.69,11,0,0,0,0,0,0,89552895.28,18,90318203.69,15,93243195.8,18,119063588.7,19,94079093.31,16,93170621.13,14,0,0,0,0,0,0,12385,0.021232726,1,23.62261588,0,0.123103213,1,11.964365,0,1.020321664,0.151813112,23.32158589,0,0.306583578,0.617139344,11.66333501,0,0.952285725,2.38E-24,0.753176545,1.09E-12,0.095428552,4.77E-24,0.493646909,2.17E-12,63146808.04,83980595.65,0,11.66666667,12.55555556,0,0.751921412,Inf,0.92920354,Inf,42.91981402,100,48.16513761,100,FALSE,40.45890838
821,Ctnnb1,117293.5078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2606225.5,1,0,0,2155761.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12387,1.490267662,0.157154876,1.490267662,0.025541939,0,0.872435967,0,0.863950583,1.189237666,0.127919355,1.189237666,0.046847262,0,0.740502637,0,0.936764359,0.032339428,0.032339428,1,1,0.064678857,0.064678857,1,1,542142.3064,0,0,0.333333333,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,182.4775151
822,Ctnnd1,636576405.8,92,600630419.5,87,582429447,81,245399079.3,48,258843513.8,29,373971322.8,51,2397642,1,0,0,0,0,204709591.9,43,219303104.5,39,263334329.9,50,216861294.1,33,200064008.3,21,180128461.1,16,419817.5625,1,361312.2188,1,338949.625,1,535067767.8,85,497038986.8,76,453632237.4,80,252496454.4,29,140592077.9,44,185445728.1,21,1405948,2,9334093,1,0,0,12388,2.811513766,0.01404878,3.741545493,0.000106464,3.812148236,0.001485714,15.20599055,0,2.510483771,0.008939394,3.440515498,0.000180451,3.51111824,0.000955752,14.90496055,0,0.001543427,0.000181324,0.000154117,6.22E-16,0.003086855,0.000362647,0.000308235,1.24E-15,443635810.1,228200215.5,1584195.823,70.33333333,32.44444444,0.777777778,1.94406394,280.0384925,2.167808219,90.42857143,66.03334641,99.64417686,68.43243243,98.90625,FALSE,36.21933783
823,Ctps1,55194415.75,5,88940222.05,7,72988540.63,4,14887787.75,3,20676795,7,58610964.25,6,9132606,1,0,0,0,0,11962803,1,12491821.38,2,12087939.25,2,16475985.75,3,15541662.59,4,16647375.81,3,0,0,0,0,0,0,14040594,1,18228958,2,13090557,1,17325210,1,20195220.75,2,20502606,1,791492.625,1,1344882.5,1,0,0,0,0.497569752,0.862804428,4.127062866,7.75E-05,0.12409917,1,2.560186535,0.000440165,0.196539756,0.804854436,3.82603287,0.000128041,0.303558478,0.619432958,2.259156539,0.000866035,0.31800229,7.46E-05,0.751451283,0.002753046,0.636004581,0.000149268,0.497097435,0.005506092,33225094.56,22318178.66,1252109.014,2.777777778,3.333333333,0.333333333,1.488700986,26.53530499,0.833333333,8.333333333,59.81839499,96.36829881,45.45454545,89.28571429,FALSE,86.8558181
824,Ctsz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1710457.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64138,0.779636924,0.724236967,0.779636924,0.169346341,0,0.885534112,0,0.864247168,0.478606928,0.66334891,0.478606928,0.316358717,0,0.740725016,0,0.935220557,0.166097492,0.166097492,1,1,0.332194985,0.332194985,1,1,190050.875,0,0,0.111111111,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,282.8427125
825,Cttn,1575900509,163,1200310967,123,1332004398,78,443963579.4,51,517054974,44,543706290.3,50,40728686.75,7,26183492.66,5,31292068.63,6,1239132931,41,1311362397,48,1282344196,43,1109480825,32,1002287265,72,1013001562,33,2307442.969,3,697163.2813,2,4174562.047,4,2395986755,48,2718562855,54,2163018582,54,1320336598,47,1562661508,38,1377994492,39,4867869.914,4,12813360.71,6,4416459.5,1,13043,2.437928608,0.025723077,8.808157414,0,1.571104836,0.075390181,8.346971514,0,2.136898612,0.01759633,8.507127418,0,1.27007484,0.06391924,8.045941519,0,0.003648139,1.56E-09,0.026846963,4.50E-09,0.007296278,3.11E-09,0.053693926,9.00E-09,1690958177,987831899.2,14164567.38,72.44444444,45.11111111,4.222222222,1.711787378,119.3794438,1.60591133,17.15789474,63.12395256,99.16929339,61.62570888,94.49275362,FALSE,32.23433328
826,Cttnbp2nl,50181943.09,9,21430626.66,6,49746037.47,9,83081392.19,14,71307649.63,12,71232767.88,10,0,0,0,0,0,0,66335932.13,12,72624714.88,15,79014543.5,15,71515360.69,10,64658925.75,10,58121197.06,8,0,0,0,0,0,0,24141755.88,6,27628414.44,5,18747912.44,4,28847665.25,4,23862485.25,5,21457154.5,5,0,0,0,0,0,0,80281,0.105216708,1,22.90443503,0,0.329558232,0.970184843,9.541817895,0,0.366216357,0.666723996,22.60340504,0,0.028528236,0.936080107,9.240787899,0,0.784843909,1.25E-23,0.468211167,2.87E-10,0.430312184,2.49E-23,0.936422336,5.74E-10,45539097.83,54898288.69,0,9,8.666666667,0,0.829517621,Inf,1.038461538,Inf,45.34078336,100,50.94339623,100,FALSE,48.57350224
827,Ctu2,915035.0625,1,0,0,933112.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3674883.813,2,2977837,1,5876554.5,1,6019642.5,1,6420266.875,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3111274.75,1,0,0,0,0,0,0,0,0,66965,0.259078341,1,1.948880839,0.005648903,0.301029996,1,0.779636924,0.217037543,0.046441654,0.907116716,1.647850843,0.010393241,0,0.740950016,0.478606928,0.364185116,0.550708347,0.011249136,0.5,0.166097492,0.898583306,0.022498272,1,0.332194985,944540.9028,2380859.847,0,0.555555556,0.555555556,0,0.396722597,Inf,1,Inf,28.40382179,100,50,100,FALSE,141.3862093
828,Cul1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11686056,1,0,0,0,0,0,0,908456.8125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26965,0.779636924,0.722635146,0.34391571,0.489544693,0,0.885262058,0,0.864543956,0.478606928,0.663607324,0.042885714,0.867538462,0,0.742074627,0,0.934720171,0.166097492,0.452985489,1,1,0.332194985,0.905970979,1,1,1298450.667,0,100939.6458,0.111111111,0,0.111111111,Inf,12.86363407,Inf,1,100,92.78688405,100,50,FALSE,282.8427125
829,Cul4b,0,0,0,0,5559595,1,24913728.81,5,2589482.719,3,267747.0313,1,0,0,0,0,0,0,3487206.964,2,2480379.439,2,0,0,11371379.98,4,29508132.48,5,8987424.859,2,0,0,0,0,0,0,12144.83203,2,0,0,0,0,0,0,0,0,88578.09375,1,0,0,0,0,0,0,72584,0.026151775,1,1.890016627,0.007700441,0.020755367,1,1.50326431,0.014540806,0.932263416,0.169240469,1.588986632,0.014133717,1.029960254,0.117293769,1.202234315,0.02145776,0.941560487,0.012882002,0.953333014,0.03138598,0.116879026,0.025764005,0.093333971,0.062771959,1282147.359,8636274.886,0,0.777777778,2.333333333,0,0.148460694,Inf,0.333333333,Inf,12.92692858,100,25,100,FALSE,152.5423847
830,Cul5,0,0,0,0,0,0,0,0,0,0,6660132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75717,0.07888472,1,0,0.942887689,0,0.884990172,0,0.862778615,0.478606928,0.663865939,0,0.874892128,0,0.74296264,0,0.936469957,0.833902508,1,1,1,0.332194985,1,1,1,0,740014.6667,0,0,0.111111111,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
831,Cul7,0,0,2918351,1,4198399.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501921.5625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66515,1.498230163,0.152259843,1.498230163,0.024133333,0.779636924,0.588298269,0.779636924,0.21718306,1.197200167,0.122630363,1.197200167,0.043962353,0.478606928,0.540237954,0.478606928,0.363975,0.031751909,0.031751909,0.166097492,0.166097492,0.063503817,0.063503817,0.332194985,0.332194985,846519.0903,0,0,0.444444444,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,175.860717
832,Cux1,0,0,0,0,0,0,5236374.313,3,12720129,2,13253238,3,0,0,0,0,0,0,0,0,0,0,0,0,4484531.5,1,284238.9375,1,8877564,2,0,0,0,0,0,0,0,0,0,0,0,0,5361238.688,3,4379399.656,2,319620.6563,1,0,0,0,0,0,0,13047,1.93E-16,1,0,0.943141237,0.000400994,1,0,0.847722559,15.03179997,7.41E-05,0,0.874467815,2.733816612,0.003609091,0,0.873787193,1,1,0.999077103,1,9.29E-16,1,0.001845795,1,0,6101814.972,0,0,2,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
833,Cwc15,0,0,0,0,0,0,1070773.156,2,668686.0469,2,470392.0625,1,0,0,0,0,0,0,0,0,0,0,0,0,29542531.91,4,17581246.95,3,15957069.88,3,0,0,0,0,0,0,0,0,0,0,0,0,232345.3594,1,8747494.266,3,7478553.063,2,0,0,0,0,0,0,66070,7.43E-15,1,0,0.943396002,6.17E-05,1,0,0.848,13.46702026,6.90E-05,0,0.874679385,3.546734642,0.000880952,0,0.873096681,1,1,0.999857941,1,3.41E-14,1,0.000283965,1,0,9083232.522,0,0,2.333333333,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
834,Cwc22,0,0,0,0,0,0,0,0,35043.79688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4933.887207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80744,0.07888472,1,0.07888472,0.963940179,0,0.884719681,0,0.848284367,0.478606928,0.664124756,0.478606928,0.316474865,0,0.742738873,0,0.873501444,0.833902508,0.833902508,1,1,0.332194985,0.332194985,1,1,0,3893.755209,548.2096897,0,0.111111111,0.111111111,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
835,Cwc25,0,0,0,0,0,0,1232384.75,1,1338022.75,1,5422497.375,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67480,0.013935884,1,0,0.943649824,0.07888472,1,0,0.848570273,1.199569088,0.118197987,0,0.870528869,0.478606928,0.539650624,0,0.874067437,0.968420816,1,0.833902508,1,0.06315837,1,0.332194985,1,0,888100.5417,0,0,0.555555556,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
836,Cwc27,0,0,0,0,0,0,0,0,5161138.406,3,3484248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67285,0.033883949,1,0,0.943904865,0.07888472,1,0,0.846307227,0.82359212,0.248303861,0,0.870315235,0.478606928,0.53889917,0,0.8718771,0.924945302,1,0.833902508,1,0.150109397,1,0.332194985,1,0,960598.4896,0,0,0.444444444,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
837,Cwf19l2,388921.8125,1,0,0,0,0,1580645.531,3,1185459.953,4,216637.9844,1,0,0,0,0,0,0,470191.5313,1,433031.3438,1,599531.9375,1,24185495.5,3,19779001.63,3,21735486,3,0,0,0,0,0,0,0,0,0,0,0,0,12871241.75,2,14379689.25,2,15736371.5,2,0,0,0,0,0,0,244672,0.000159629,1,1.952552611,0.003963364,1.79E-06,1,0,0.846591796,3.133722014,0.002492147,1.651522616,0.007503673,5.083724875,0.000140704,0,0.872821154,0.999632508,0.01115443,0.999995878,1,0.000734984,0.02230886,8.25E-06,1,210186.2917,12407781.01,0,0.444444444,2.555555556,0,0.016939878,Inf,0.173913043,Inf,1.665769824,100,14.81481481,100,FALSE,114.5462297
838,Cyb5a,2166125.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109672,0.779636924,0.721627065,0.779636924,0.169303535,0,0.884449355,0,0.84687521,0.478606928,0.664383775,0.478606928,0.316595745,0,0.742293002,0,0.872492071,0.166097492,0.166097492,1,1,0.332194985,0.332194985,1,1,240680.6111,0,0,0.111111111,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,282.8427125
839,Cyb5r2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3857904.75,1,0,0,0,0,494372.2813,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320635,0.07888472,1,0.07888472,0.963619934,0,0.884177969,0,0.847158816,0.478606928,0.662832685,0.478606928,0.316713622,0,0.742517735,0,0.872117195,0.833902508,0.833902508,1,1,0.332194985,0.332194985,1,1,0,428656.0833,54930.25348,0,0.111111111,0.111111111,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
840,Cyb5r3,2735444.5,1,0,0,0,0,4082357.75,1,4771459,1,3469313,1,7072193,2,3708801.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2249661.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109754,0.153819974,1,0.283865852,0.617828179,0,0.883906748,0.07888472,0.960886105,0.224383916,0.766905893,0.017870516,0.909075853,0,0.778031995,0.478606928,0.364382979,0.70174613,0.520156641,1,0.833902508,0.596507741,0.959686717,1,0.332194985,553900.6944,1369236.639,1197888.278,0.222222222,0.333333333,0.333333333,0.404532481,0.462397625,0.666666667,0.666666667,28.80193135,31.61914496,40,40,FALSE,188.2214513
841,Cyfip1,127123035.4,10,98222256.22,7,122432025.2,8,0,0,6075509.5,1,0,0,0,0,1012723,1,963767.1875,1,286940263.6,19,264433978,19,333821495.6,22,8917310.781,3,10460056.75,3,11085212.5,2,0,0,0,0,101192.8125,1,332492813,20,305496990.8,17,297986625.6,16,3690347,1,0,0,0,0,560203.0625,2,0,0,0,0,20430,3.045917856,0.010480447,4.85086703,2.45E-05,8.262317806,0.000137931,10.78221873,0,2.74488786,0.006175,4.549837034,2.43E-05,7.96128781,5.48E-05,10.48118874,0,0.000899668,1.41E-05,5.47E-09,1.65E-11,0.001799335,2.82E-05,1.09E-08,3.30E-11,240994387,4469826.281,293098.4514,15.33333333,1.111111111,0.555555556,53.91582846,822.2301616,13.8,27.6,98.17903139,99.87852729,93.24324324,96.5034965,TRUE,37.74414441
842,Cyhr1,467861.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2373064,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54151,0.273742723,1,0.779636924,0.169405449,0,0.883635695,0,0.847441266,0.029117398,0.925676291,0.478606928,0.316125145,0,0.778286088,0,0.874158149,0.532423575,0.166097492,1,1,0.935152851,0.332194985,1,1,51984.63889,263673.7778,0,0.111111111,0.111111111,0,0.197155134,Inf,1,Inf,16.46863703,100,50,100,FALSE,282.8427125
843,Cyld,8953563.125,4,3776038.883,4,1012437.25,2,2815108.625,2,12140559.69,5,22726251,4,0,0,0,0,0,0,930385.25,1,6204228,1,4371742.5,1,1394649.125,1,1267880.5,1,5886.828125,1,0,0,0,0,0,0,6686692,1,10372380.13,2,10094139,1,8869734.5,2,7393.185059,1,0,0,0,0,0,0,0,0,74256,1.239478387,0.203728696,18.53767336,0,0.273204258,1,1.761957985,0.006488421,0.938448392,0.167274063,18.23664337,0,0.029731355,0.935636364,1.460927989,0.011462012,0.057613149,2.90E-19,0.533084116,0.017299837,0.115226298,5.80E-19,0.93383177,0.034599674,5822400.682,5469718.161,0,1.888888889,1.888888889,0,1.064479103,Inf,1,Inf,51.56163128,100,50,100,FALSE,58.10442161
844,Cyp26b1,0,0,0,0,0,0,0,0,0,0,597828.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232174,0.07888472,1,0,0.944158962,0,0.883094085,0,0.848850978,0.478606928,0.664642996,0,0.872064448,0,0.778523358,0,0.875208112,0.833902508,1,1,1,0.332194985,1,1,1,0,66425.41667,0,0,0.111111111,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
845,Cyp27a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36124.17188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104086,0,0.97814363,0.07888472,0.9632999,0,0.880939162,0,0.851130494,0,0.982584585,0.478606928,0.316003089,0,0.778777778,0,0.874805019,1,0.833902508,1,1,1,0.332194985,1,1,0,0,4013.796876,0,0,0.111111111,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
846,Cyp2c37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33481.82813,1,0,0,0,0,13096,0,0.978384256,0.07888472,0.96298008,0,0.882823529,0,0.851415624,0,0.982136352,0.478606928,0.315881127,0,0.77778329,0,0.875594203,1,0.833902508,1,1,1,0.332194985,1,1,0,0,3720.203126,0,0,0.111111111,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
847,Cyp2f2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4211390.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31746320,1,0,0,0,0,0,0,0,0,0,0,0,0,13107,1.122012508,0.31901355,1.122012508,0.072992993,0,0.88255559,0,0.851703654,0.820982512,0.273491726,0.820982512,0.133602687,0,0.777529527,0,0.874413893,0.075507048,0.075507048,1,1,0.151014096,0.151014096,1,1,3995301.167,0,0,0.222222222,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,247.7647818
848,Cyp4a14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3122072.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13119,0,0.977095554,0.07888472,0.962660471,0,0.882285364,0,0.851991878,0,0.9823742,0.478606928,0.315672966,0,0.776028655,0,0.874303614,1,0.833902508,1,1,1,0.332194985,1,1,0,0,346896.9167,0,0,0.111111111,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
849,Cyth2,7826175,2,0,0,5502217,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2597887,1,4690469.25,2,2639704.5,2,0,0,0,0,0,0,0,0,0,0,0,0,19158,2.517611724,0.019813559,2.517611724,0.000973077,1.50326431,0.092101266,1.50326431,0.014507874,2.216581728,0.013223529,2.216581728,0.001655955,1.202234315,0.078861017,1.202234315,0.022410107,0.003036605,0.003036605,0.03138598,0.03138598,0.00607321,0.00607321,0.062771959,0.062771959,2584050.306,0,0,0.888888889,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,105.7024403
850,D17h6s53e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4421501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07888472,1,0,0.944406706,0,0.882015305,0,0.852272173,0.478606928,0.665162046,0,0.872253633,0,0.776278827,0,0.872320384,0.833902508,1,1,1,0.332194985,1,1,1,0,491277.8889,0,0,0.111111111,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
851,D230025d16rik,0,0,0,0,0,0,10726045,1,23530498,2,6591566,1,0,0,0,0,0,0,6892489.25,2,6792247.5,1,697832.375,1,3190598.5,1,204525.8438,1,9836338.125,3,0,0,0,0,0,0,0,0,0,0,0,0,7042726.25,2,6236332.5,1,5384090,1,0,0,0,0,0,0,234678,0.000177595,1,1.496989478,0.024400483,0.055307604,1,0.779636924,0.216541865,3.087413406,0.002625323,1.195959483,0.044517564,0.621329838,0.289560685,0.478606928,0.363882573,0.999591156,0.031842747,0.880425061,0.166097492,0.000817686,0.063685493,0.239149877,0.332194985,1598063.236,8082524.469,0,0.444444444,1.444444444,0,0.19771833,Inf,0.307692308,Inf,16.50791548,100,23.52941176,100,FALSE,175.9353701
852,D430042o09rik,0,0,0,0,156598.0156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348090.25,1,418650.9688,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233865,1.501853074,0.142335354,1.501853074,0.022124224,0.779636924,0.586015915,0.779636924,0.216678474,1.200823078,0.114766355,1.200823078,0.040361882,0.478606928,0.539216617,0.478606928,0.364902821,0.031488134,0.031488134,0.166097492,0.166097492,0.062976268,0.062976268,0.332194985,0.332194985,102593.2483,0,0,0.444444444,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,154.5379278
853,D8ertd82e,5961612.125,2,1906106.438,2,1025826.563,1,6463871.75,2,5474686.75,2,16060968.44,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6971006,2,0,0,0,0,0,0,0,0,0,0,5191096.625,2,2138961.75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416693343,0.931667252,2.51376697,0.001148218,0.192200769,1,1.95285006,0.003025522,0.115663347,0.877351724,2.212736974,0.001964977,0.145561175,0.792277358,1.651820064,0.005151308,0.383095153,0.003063607,0.642390679,0.011146793,0.766190306,0.006127214,0.715218641,0.022293586,1802622.611,3885614.771,0,1,1.111111111,0,0.463922112,Inf,0.9,Inf,31.69035485,100,47.36842105,100,FALSE,120.5559838
854,Daam1,42665251.88,4,7207668,3,6122092.75,2,2610512.313,2,680393.5,1,811934.8125,1,0,0,0,0,0,0,4390409.5,1,0,0,389166.1875,1,0,0,0,0,0,0,0,0,0,0,0,0,1536378.922,2,2798962.281,2,2093111.5,2,1295367.875,1,0,0,0,0,0,0,0,0,0,0,208846,1.839391431,0.072449198,6.383646366,2.00E-05,2.169219955,0.025397059,2.850552622,0.000211454,1.538361435,0.054448087,6.08261637,1.99E-05,1.868189959,0.018320127,2.549522627,0.000479769,0.014474667,4.13E-07,0.006772984,0.001410741,0.028949333,8.27E-07,0.013545968,0.002821483,7467004.558,599800.9445,0,1.888888889,0.555555556,0,12.44913771,Inf,3.4,Inf,92.56457907,100,77.27272727,100,FALSE,169.5148258
855,Dab2,1005854206,52,989609345,53,759347800.2,56,116433492.1,14,61266285.72,15,107720358.4,13,0,0,0,0,0,0,186144015.8,19,167554128.8,18,222837728.5,22,143229708.3,20,122227030.2,15,134121919.4,16,0,0,0,0,0,0,571535049.1,39,649309321.1,46,678221312.5,48,145474076.4,21,133561443.8,18,125738282,17,0,0,0,0,0,0,13132,4.616137455,0.000774194,22.13704121,0,3.972242673,0.001037037,13.23240985,0,4.31510746,0.000365079,21.83601121,0,3.671212677,0.000732919,12.93137985,0,2.42E-05,7.29E-23,0.0001066,5.86E-14,4.84E-05,1.46E-22,0.0002132,1.17E-13,581156989.7,121085844,0,39.22222222,16.55555556,0,4.799545267,Inf,2.369127517,Inf,82.75726882,100,70.3187251,100,FALSE,52.83705558
856,Dact3,1775370.125,1,1755672.375,1,2800045.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629378,1.502990665,0.13132914,1.502990665,0.019713363,0,0.88174541,0,0.852560786,1.20196067,0.104932278,1.20196067,0.035525126,0,0.776531769,0,0.87191371,0.031405762,0.031405762,1,1,0.062811524,0.062811524,1,1,703454.2222,0,0,0.333333333,0,0,Inf,Inf,Inf,Inf,100,100,100,100,FALSE,146.9778384
857,Dag1,0,0,0,0,0,0,0,0,16793612,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13138,0.07888472,1,0,0.944662159,0,0.881475681,0,0.850842852,0.478606928,0.665421875,0,0.871835226,0,0.776784876,0,0.872629559,0.833902508,1,1,1,0.332194985,1,1,1,0,1865956.889,0,0,0.111111111,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
858,Dagla,0,0,0,0,0,0,3828900.75,1,0,0,4313159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269060,0.033875285,1,0,0.944916667,0,0.881207339,0,0.850555405,0.823698916,0.225005305,0,0.87071097,0,0.775776042,0,0.871781505,0.924963755,1,1,1,0.150072488,1,1,1,0,904673.3056,0,0,0.222222222,0,0,0,0,0,0,0,0,0,FALSE,#DIV/0!
